Subject,Fluency_Item,Switch_Value,Switch_Method
1232,chicken,0,multimodal_alpha=0.2
1232,spider,1,multimodal_alpha=0.2
1232,tarantula,0,multimodal_alpha=0.2
1232,fish,1,multimodal_alpha=0.2
1232,fox,0,multimodal_alpha=0.2
1232,deer,1,multimodal_alpha=0.2
1232,moose,0,multimodal_alpha=0.2
1232,squirrel,0,multimodal_alpha=0.2
1232,guinea_pig,0,multimodal_alpha=0.2
1232,mouse,0,multimodal_alpha=0.2
1232,bird,1,multimodal_alpha=0.2
1232,swan,2,multimodal_alpha=0.2
1232,dog,2,multimodal_alpha=0.30000000000000004
1232,cat,0,multimodal_alpha=0.30000000000000004
1232,giraffe,0,multimodal_alpha=0.30000000000000004
1232,zebra,0,multimodal_alpha=0.30000000000000004
1232,lion,0,multimodal_alpha=0.30000000000000004
1232,turkey,1,multimodal_alpha=0.30000000000000004
1232,chicken,0,multimodal_alpha=0.30000000000000004
1232,spider,1,multimodal_alpha=0.30000000000000004
1232,tarantula,0,multimodal_alpha=0.30000000000000004
1232,fish,1,multimodal_alpha=0.30000000000000004
1232,fox,0,multimodal_alpha=0.30000000000000004
1232,deer,1,multimodal_alpha=0.30000000000000004
1232,moose,0,multimodal_alpha=0.30000000000000004
1232,squirrel,0,multimodal_alpha=0.30000000000000004
1232,guinea_pig,0,multimodal_alpha=0.30000000000000004
1232,mouse,0,multimodal_alpha=0.30000000000000004
1232,bird,1,multimodal_alpha=0.30000000000000004
1232,swan,2,multimodal_alpha=0.30000000000000004
1232,dog,2,multimodal_alpha=0.4
1232,cat,0,multimodal_alpha=0.4
1232,giraffe,0,multimodal_alpha=0.4
1232,zebra,0,multimodal_alpha=0.4
1232,lion,0,multimodal_alpha=0.4
1232,turkey,1,multimodal_alpha=0.4
1232,chicken,0,multimodal_alpha=0.4
1232,spider,1,multimodal_alpha=0.4
1232,tarantula,0,multimodal_alpha=0.4
1232,fish,1,multimodal_alpha=0.4
1232,fox,0,multimodal_alpha=0.4
1232,deer,1,multimodal_alpha=0.4
1232,moose,0,multimodal_alpha=0.4
1232,squirrel,0,multimodal_alpha=0.4
1232,guinea_pig,0,multimodal_alpha=0.4
1232,mouse,0,multimodal_alpha=0.4
1232,bird,1,multimodal_alpha=0.4
1232,swan,2,multimodal_alpha=0.4
1232,dog,2,multimodal_alpha=0.5
1232,cat,0,multimodal_alpha=0.5
1232,giraffe,0,multimodal_alpha=0.5
1232,zebra,0,multimodal_alpha=0.5
1232,lion,0,multimodal_alpha=0.5
1232,turkey,1,multimodal_alpha=0.5
1232,chicken,0,multimodal_alpha=0.5
1232,spider,1,multimodal_alpha=0.5
1232,tarantula,0,multimodal_alpha=0.5
1232,fish,1,multimodal_alpha=0.5
1232,fox,0,multimodal_alpha=0.5
1232,deer,1,multimodal_alpha=0.5
1232,moose,0,multimodal_alpha=0.5
1232,squirrel,0,multimodal_alpha=0.5
1232,guinea_pig,0,multimodal_alpha=0.5
1232,mouse,0,multimodal_alpha=0.5
1232,bird,1,multimodal_alpha=0.5
1232,swan,2,multimodal_alpha=0.5
1232,dog,2,multimodal_alpha=0.6000000000000001
1232,cat,0,multimodal_alpha=0.6000000000000001
1232,giraffe,0,multimodal_alpha=0.6000000000000001
1232,zebra,0,multimodal_alpha=0.6000000000000001
1232,lion,0,multimodal_alpha=0.6000000000000001
1232,turkey,1,multimodal_alpha=0.6000000000000001
1232,chicken,0,multimodal_alpha=0.6000000000000001
1232,spider,1,multimodal_alpha=0.6000000000000001
1232,tarantula,0,multimodal_alpha=0.6000000000000001
1232,fish,1,multimodal_alpha=0.6000000000000001
1232,fox,0,multimodal_alpha=0.6000000000000001
1232,deer,1,multimodal_alpha=0.6000000000000001
1232,moose,0,multimodal_alpha=0.6000000000000001
1232,squirrel,0,multimodal_alpha=0.6000000000000001
1232,guinea_pig,0,multimodal_alpha=0.6000000000000001
1232,mouse,0,multimodal_alpha=0.6000000000000001
1232,bird,1,multimodal_alpha=0.6000000000000001
1232,swan,2,multimodal_alpha=0.6000000000000001
1232,dog,2,multimodal_alpha=0.7000000000000001
1232,cat,0,multimodal_alpha=0.7000000000000001
1232,giraffe,1,multimodal_alpha=0.7000000000000001
1232,zebra,0,multimodal_alpha=0.7000000000000001
1232,lion,0,multimodal_alpha=0.7000000000000001
1232,turkey,1,multimodal_alpha=0.7000000000000001
1232,chicken,0,multimodal_alpha=0.7000000000000001
1232,spider,1,multimodal_alpha=0.7000000000000001
1232,tarantula,0,multimodal_alpha=0.7000000000000001
1232,fish,1,multimodal_alpha=0.7000000000000001
1232,fox,0,multimodal_alpha=0.7000000000000001
1232,deer,0,multimodal_alpha=0.7000000000000001
1232,moose,0,multimodal_alpha=0.7000000000000001
1232,squirrel,0,multimodal_alpha=0.7000000000000001
1232,guinea_pig,0,multimodal_alpha=0.7000000000000001
1232,mouse,0,multimodal_alpha=0.7000000000000001
1232,bird,1,multimodal_alpha=0.7000000000000001
1232,swan,2,multimodal_alpha=0.7000000000000001
1232,dog,2,multimodal_alpha=0.8
1232,cat,0,multimodal_alpha=0.8
1232,giraffe,1,multimodal_alpha=0.8
1232,zebra,0,multimodal_alpha=0.8
1232,lion,0,multimodal_alpha=0.8
1232,turkey,1,multimodal_alpha=0.8
1232,chicken,0,multimodal_alpha=0.8
1232,spider,1,multimodal_alpha=0.8
1232,tarantula,0,multimodal_alpha=0.8
1232,fish,1,multimodal_alpha=0.8
1232,fox,0,multimodal_alpha=0.8
1232,deer,0,multimodal_alpha=0.8
1232,moose,0,multimodal_alpha=0.8
1232,squirrel,0,multimodal_alpha=0.8
1232,guinea_pig,0,multimodal_alpha=0.8
1232,mouse,0,multimodal_alpha=0.8
1232,bird,1,multimodal_alpha=0.8
1232,swan,2,multimodal_alpha=0.8
1232,dog,2,multimodal_alpha=0.9
1232,cat,0,multimodal_alpha=0.9
1232,giraffe,1,multimodal_alpha=0.9
1232,zebra,0,multimodal_alpha=0.9
1232,lion,0,multimodal_alpha=0.9
1232,turkey,1,multimodal_alpha=0.9
1232,chicken,0,multimodal_alpha=0.9
1232,spider,1,multimodal_alpha=0.9
1232,tarantula,0,multimodal_alpha=0.9
1232,fish,1,multimodal_alpha=0.9
1232,fox,0,multimodal_alpha=0.9
1232,deer,0,multimodal_alpha=0.9
1232,moose,0,multimodal_alpha=0.9
1232,squirrel,0,multimodal_alpha=0.9
1232,guinea_pig,0,multimodal_alpha=0.9
1232,mouse,0,multimodal_alpha=0.9
1232,bird,1,multimodal_alpha=0.9
1232,swan,2,multimodal_alpha=0.9
1232,dog,2,multimodal_alpha=1.0
1232,cat,0,multimodal_alpha=1.0
1232,giraffe,1,multimodal_alpha=1.0
1232,zebra,0,multimodal_alpha=1.0
1232,lion,0,multimodal_alpha=1.0
1232,turkey,1,multimodal_alpha=1.0
1232,chicken,0,multimodal_alpha=1.0
1232,spider,1,multimodal_alpha=1.0
1232,tarantula,0,multimodal_alpha=1.0
1232,fish,1,multimodal_alpha=1.0
1232,fox,0,multimodal_alpha=1.0
1232,deer,0,multimodal_alpha=1.0
1232,moose,0,multimodal_alpha=1.0
1232,squirrel,0,multimodal_alpha=1.0
1232,guinea_pig,0,multimodal_alpha=1.0
1232,mouse,0,multimodal_alpha=1.0
1232,bird,1,multimodal_alpha=1.0
1232,swan,2,multimodal_alpha=1.0
1232,dog,2,troyer
1232,cat,0,troyer
1232,giraffe,1,troyer
1232,zebra,0,troyer
1232,lion,0,troyer
1232,turkey,1,troyer
1232,chicken,0,troyer
1232,spider,0,troyer
1232,tarantula,1,troyer
1232,fish,1,troyer
1232,fox,1,troyer
1232,deer,0,troyer
1232,moose,0,troyer
1232,squirrel,0,troyer
1232,guinea_pig,1,troyer
1232,mouse,1,troyer
1232,bird,0,troyer
1232,swan,0,troyer
1232,dog,2,delta_rise=0.0_fall=0.0
1232,cat,0,delta_rise=0.0_fall=0.0
1232,giraffe,1,delta_rise=0.0_fall=0.0
1232,zebra,0,delta_rise=0.0_fall=0.0
1232,lion,1,delta_rise=0.0_fall=0.0
1232,turkey,1,delta_rise=0.0_fall=0.0
1232,chicken,0,delta_rise=0.0_fall=0.0
1232,spider,1,delta_rise=0.0_fall=0.0
1232,tarantula,0,delta_rise=0.0_fall=0.0
1232,fish,1,delta_rise=0.0_fall=0.0
1232,fox,0,delta_rise=0.0_fall=0.0
1232,deer,0,delta_rise=0.0_fall=0.0
1232,moose,0,delta_rise=0.0_fall=0.0
1232,squirrel,1,delta_rise=0.0_fall=0.0
1232,guinea_pig,1,delta_rise=0.0_fall=0.0
1232,mouse,1,delta_rise=0.0_fall=0.0
1232,bird,1,delta_rise=0.0_fall=0.0
1232,swan,0,delta_rise=0.0_fall=0.0
1232,dog,2,delta_rise=0.0_fall=0.25
1232,cat,0,delta_rise=0.0_fall=0.25
1232,giraffe,1,delta_rise=0.0_fall=0.25
1232,zebra,0,delta_rise=0.0_fall=0.25
1232,lion,1,delta_rise=0.0_fall=0.25
1232,turkey,1,delta_rise=0.0_fall=0.25
1232,chicken,0,delta_rise=0.0_fall=0.25
1232,spider,1,delta_rise=0.0_fall=0.25
1232,tarantula,0,delta_rise=0.0_fall=0.25
1232,fish,1,delta_rise=0.0_fall=0.25
1232,fox,0,delta_rise=0.0_fall=0.25
1232,deer,0,delta_rise=0.0_fall=0.25
1232,moose,0,delta_rise=0.0_fall=0.25
1232,squirrel,1,delta_rise=0.0_fall=0.25
1232,guinea_pig,1,delta_rise=0.0_fall=0.25
1232,mouse,1,delta_rise=0.0_fall=0.25
1232,bird,1,delta_rise=0.0_fall=0.25
1232,swan,0,delta_rise=0.0_fall=0.25
1232,dog,2,delta_rise=0.0_fall=0.5
1232,cat,0,delta_rise=0.0_fall=0.5
1232,giraffe,1,delta_rise=0.0_fall=0.5
1232,zebra,0,delta_rise=0.0_fall=0.5
1232,lion,1,delta_rise=0.0_fall=0.5
1232,turkey,1,delta_rise=0.0_fall=0.5
1232,chicken,0,delta_rise=0.0_fall=0.5
1232,spider,1,delta_rise=0.0_fall=0.5
1232,tarantula,0,delta_rise=0.0_fall=0.5
1232,fish,1,delta_rise=0.0_fall=0.5
1232,fox,0,delta_rise=0.0_fall=0.5
1232,deer,0,delta_rise=0.0_fall=0.5
1232,moose,0,delta_rise=0.0_fall=0.5
1232,squirrel,1,delta_rise=0.0_fall=0.5
1232,guinea_pig,1,delta_rise=0.0_fall=0.5
1232,mouse,1,delta_rise=0.0_fall=0.5
1232,bird,1,delta_rise=0.0_fall=0.5
1232,swan,0,delta_rise=0.0_fall=0.5
1232,dog,2,delta_rise=0.0_fall=0.75
1232,cat,0,delta_rise=0.0_fall=0.75
1232,giraffe,1,delta_rise=0.0_fall=0.75
1232,zebra,0,delta_rise=0.0_fall=0.75
1232,lion,1,delta_rise=0.0_fall=0.75
1232,turkey,1,delta_rise=0.0_fall=0.75
1232,chicken,0,delta_rise=0.0_fall=0.75
1232,spider,1,delta_rise=0.0_fall=0.75
1232,tarantula,0,delta_rise=0.0_fall=0.75
1232,fish,1,delta_rise=0.0_fall=0.75
1232,fox,0,delta_rise=0.0_fall=0.75
1232,deer,0,delta_rise=0.0_fall=0.75
1232,moose,0,delta_rise=0.0_fall=0.75
1232,squirrel,1,delta_rise=0.0_fall=0.75
1232,guinea_pig,1,delta_rise=0.0_fall=0.75
1232,mouse,1,delta_rise=0.0_fall=0.75
1232,bird,1,delta_rise=0.0_fall=0.75
1232,swan,0,delta_rise=0.0_fall=0.75
1232,dog,2,delta_rise=0.0_fall=1.0
1232,cat,0,delta_rise=0.0_fall=1.0
1232,giraffe,1,delta_rise=0.0_fall=1.0
1232,zebra,0,delta_rise=0.0_fall=1.0
1232,lion,1,delta_rise=0.0_fall=1.0
1232,turkey,1,delta_rise=0.0_fall=1.0
1232,chicken,0,delta_rise=0.0_fall=1.0
1232,spider,1,delta_rise=0.0_fall=1.0
1232,tarantula,0,delta_rise=0.0_fall=1.0
1232,fish,1,delta_rise=0.0_fall=1.0
1232,fox,0,delta_rise=0.0_fall=1.0
1232,deer,0,delta_rise=0.0_fall=1.0
1232,moose,0,delta_rise=0.0_fall=1.0
1232,squirrel,1,delta_rise=0.0_fall=1.0
1232,guinea_pig,1,delta_rise=0.0_fall=1.0
1232,mouse,1,delta_rise=0.0_fall=1.0
1232,bird,1,delta_rise=0.0_fall=1.0
1232,swan,0,delta_rise=0.0_fall=1.0
1232,dog,2,delta_rise=0.25_fall=0.0
1232,cat,0,delta_rise=0.25_fall=0.0
1232,giraffe,1,delta_rise=0.25_fall=0.0
1232,zebra,0,delta_rise=0.25_fall=0.0
1232,lion,1,delta_rise=0.25_fall=0.0
1232,turkey,1,delta_rise=0.25_fall=0.0
1232,chicken,0,delta_rise=0.25_fall=0.0
1232,spider,1,delta_rise=0.25_fall=0.0
1232,tarantula,0,delta_rise=0.25_fall=0.0
1232,fish,1,delta_rise=0.25_fall=0.0
1232,fox,1,delta_rise=0.25_fall=0.0
1232,deer,0,delta_rise=0.25_fall=0.0
1232,moose,0,delta_rise=0.25_fall=0.0
1232,squirrel,1,delta_rise=0.25_fall=0.0
1232,guinea_pig,1,delta_rise=0.25_fall=0.0
1232,mouse,1,delta_rise=0.25_fall=0.0
1232,bird,1,delta_rise=0.25_fall=0.0
1232,swan,0,delta_rise=0.25_fall=0.0
1232,dog,2,delta_rise=0.25_fall=0.25
1232,cat,0,delta_rise=0.25_fall=0.25
1232,giraffe,1,delta_rise=0.25_fall=0.25
1232,zebra,0,delta_rise=0.25_fall=0.25
1232,lion,1,delta_rise=0.25_fall=0.25
1232,turkey,1,delta_rise=0.25_fall=0.25
1232,chicken,0,delta_rise=0.25_fall=0.25
1232,spider,1,delta_rise=0.25_fall=0.25
1232,tarantula,0,delta_rise=0.25_fall=0.25
1232,fish,1,delta_rise=0.25_fall=0.25
1232,fox,1,delta_rise=0.25_fall=0.25
1232,deer,0,delta_rise=0.25_fall=0.25
1232,moose,0,delta_rise=0.25_fall=0.25
1232,squirrel,1,delta_rise=0.25_fall=0.25
1232,guinea_pig,1,delta_rise=0.25_fall=0.25
1232,mouse,1,delta_rise=0.25_fall=0.25
1232,bird,1,delta_rise=0.25_fall=0.25
1232,swan,0,delta_rise=0.25_fall=0.25
1232,dog,2,delta_rise=0.25_fall=0.5
1232,cat,0,delta_rise=0.25_fall=0.5
1232,giraffe,1,delta_rise=0.25_fall=0.5
1232,zebra,0,delta_rise=0.25_fall=0.5
1232,lion,1,delta_rise=0.25_fall=0.5
1232,turkey,1,delta_rise=0.25_fall=0.5
1232,chicken,0,delta_rise=0.25_fall=0.5
1232,spider,1,delta_rise=0.25_fall=0.5
1232,tarantula,0,delta_rise=0.25_fall=0.5
1232,fish,1,delta_rise=0.25_fall=0.5
1232,fox,1,delta_rise=0.25_fall=0.5
1232,deer,0,delta_rise=0.25_fall=0.5
1232,moose,0,delta_rise=0.25_fall=0.5
1232,squirrel,1,delta_rise=0.25_fall=0.5
1232,guinea_pig,1,delta_rise=0.25_fall=0.5
1232,mouse,1,delta_rise=0.25_fall=0.5
1232,bird,1,delta_rise=0.25_fall=0.5
1232,swan,0,delta_rise=0.25_fall=0.5
1232,dog,2,delta_rise=0.25_fall=0.75
1232,cat,0,delta_rise=0.25_fall=0.75
1232,giraffe,1,delta_rise=0.25_fall=0.75
1232,zebra,0,delta_rise=0.25_fall=0.75
1232,lion,1,delta_rise=0.25_fall=0.75
1232,turkey,1,delta_rise=0.25_fall=0.75
1232,chicken,0,delta_rise=0.25_fall=0.75
1232,spider,1,delta_rise=0.25_fall=0.75
1232,tarantula,0,delta_rise=0.25_fall=0.75
1232,fish,1,delta_rise=0.25_fall=0.75
1232,fox,1,delta_rise=0.25_fall=0.75
1232,deer,0,delta_rise=0.25_fall=0.75
1232,moose,0,delta_rise=0.25_fall=0.75
1232,squirrel,1,delta_rise=0.25_fall=0.75
1232,guinea_pig,1,delta_rise=0.25_fall=0.75
1232,mouse,1,delta_rise=0.25_fall=0.75
1232,bird,1,delta_rise=0.25_fall=0.75
1232,swan,0,delta_rise=0.25_fall=0.75
1232,dog,2,delta_rise=0.25_fall=1.0
1232,cat,0,delta_rise=0.25_fall=1.0
1232,giraffe,1,delta_rise=0.25_fall=1.0
1232,zebra,0,delta_rise=0.25_fall=1.0
1232,lion,1,delta_rise=0.25_fall=1.0
1232,turkey,1,delta_rise=0.25_fall=1.0
1232,chicken,0,delta_rise=0.25_fall=1.0
1232,spider,1,delta_rise=0.25_fall=1.0
1232,tarantula,0,delta_rise=0.25_fall=1.0
1232,fish,1,delta_rise=0.25_fall=1.0
1232,fox,1,delta_rise=0.25_fall=1.0
1232,deer,0,delta_rise=0.25_fall=1.0
1232,moose,0,delta_rise=0.25_fall=1.0
1232,squirrel,1,delta_rise=0.25_fall=1.0
1232,guinea_pig,1,delta_rise=0.25_fall=1.0
1232,mouse,1,delta_rise=0.25_fall=1.0
1232,bird,1,delta_rise=0.25_fall=1.0
1232,swan,0,delta_rise=0.25_fall=1.0
1232,dog,2,delta_rise=0.5_fall=0.0
1232,cat,0,delta_rise=0.5_fall=0.0
1232,giraffe,1,delta_rise=0.5_fall=0.0
1232,zebra,0,delta_rise=0.5_fall=0.0
1232,lion,1,delta_rise=0.5_fall=0.0
1232,turkey,1,delta_rise=0.5_fall=0.0
1232,chicken,0,delta_rise=0.5_fall=0.0
1232,spider,1,delta_rise=0.5_fall=0.0
1232,tarantula,0,delta_rise=0.5_fall=0.0
1232,fish,1,delta_rise=0.5_fall=0.0
1232,fox,1,delta_rise=0.5_fall=0.0
1232,deer,0,delta_rise=0.5_fall=0.0
1232,moose,0,delta_rise=0.5_fall=0.0
1232,squirrel,1,delta_rise=0.5_fall=0.0
1232,guinea_pig,1,delta_rise=0.5_fall=0.0
1232,mouse,1,delta_rise=0.5_fall=0.0
1232,bird,1,delta_rise=0.5_fall=0.0
1232,swan,0,delta_rise=0.5_fall=0.0
1232,dog,2,delta_rise=0.5_fall=0.25
1232,cat,0,delta_rise=0.5_fall=0.25
1232,giraffe,1,delta_rise=0.5_fall=0.25
1232,zebra,0,delta_rise=0.5_fall=0.25
1232,lion,1,delta_rise=0.5_fall=0.25
1232,turkey,1,delta_rise=0.5_fall=0.25
1232,chicken,0,delta_rise=0.5_fall=0.25
1232,spider,1,delta_rise=0.5_fall=0.25
1232,tarantula,0,delta_rise=0.5_fall=0.25
1232,fish,1,delta_rise=0.5_fall=0.25
1232,fox,1,delta_rise=0.5_fall=0.25
1232,deer,0,delta_rise=0.5_fall=0.25
1232,moose,0,delta_rise=0.5_fall=0.25
1232,squirrel,1,delta_rise=0.5_fall=0.25
1232,guinea_pig,1,delta_rise=0.5_fall=0.25
1232,mouse,1,delta_rise=0.5_fall=0.25
1232,bird,1,delta_rise=0.5_fall=0.25
1232,swan,0,delta_rise=0.5_fall=0.25
1232,dog,2,delta_rise=0.5_fall=0.5
1232,cat,0,delta_rise=0.5_fall=0.5
1232,giraffe,1,delta_rise=0.5_fall=0.5
1232,zebra,0,delta_rise=0.5_fall=0.5
1232,lion,1,delta_rise=0.5_fall=0.5
1232,turkey,1,delta_rise=0.5_fall=0.5
1232,chicken,0,delta_rise=0.5_fall=0.5
1232,spider,1,delta_rise=0.5_fall=0.5
1232,tarantula,0,delta_rise=0.5_fall=0.5
1232,fish,1,delta_rise=0.5_fall=0.5
1232,fox,1,delta_rise=0.5_fall=0.5
1232,deer,0,delta_rise=0.5_fall=0.5
1232,moose,0,delta_rise=0.5_fall=0.5
1232,squirrel,1,delta_rise=0.5_fall=0.5
1232,guinea_pig,1,delta_rise=0.5_fall=0.5
1232,mouse,1,delta_rise=0.5_fall=0.5
1232,bird,1,delta_rise=0.5_fall=0.5
1232,swan,0,delta_rise=0.5_fall=0.5
1232,dog,2,delta_rise=0.5_fall=0.75
1232,cat,0,delta_rise=0.5_fall=0.75
1232,giraffe,1,delta_rise=0.5_fall=0.75
1232,zebra,0,delta_rise=0.5_fall=0.75
1232,lion,1,delta_rise=0.5_fall=0.75
1232,turkey,1,delta_rise=0.5_fall=0.75
1232,chicken,0,delta_rise=0.5_fall=0.75
1232,spider,1,delta_rise=0.5_fall=0.75
1232,tarantula,0,delta_rise=0.5_fall=0.75
1232,fish,1,delta_rise=0.5_fall=0.75
1232,fox,1,delta_rise=0.5_fall=0.75
1232,deer,0,delta_rise=0.5_fall=0.75
1232,moose,0,delta_rise=0.5_fall=0.75
1232,squirrel,1,delta_rise=0.5_fall=0.75
1232,guinea_pig,1,delta_rise=0.5_fall=0.75
1232,mouse,1,delta_rise=0.5_fall=0.75
1232,bird,1,delta_rise=0.5_fall=0.75
1232,swan,0,delta_rise=0.5_fall=0.75
1232,dog,2,delta_rise=0.5_fall=1.0
1232,cat,0,delta_rise=0.5_fall=1.0
1232,giraffe,1,delta_rise=0.5_fall=1.0
1232,zebra,0,delta_rise=0.5_fall=1.0
1232,lion,1,delta_rise=0.5_fall=1.0
1232,turkey,1,delta_rise=0.5_fall=1.0
1232,chicken,0,delta_rise=0.5_fall=1.0
1232,spider,1,delta_rise=0.5_fall=1.0
1232,tarantula,0,delta_rise=0.5_fall=1.0
1232,fish,1,delta_rise=0.5_fall=1.0
1232,fox,1,delta_rise=0.5_fall=1.0
1232,deer,0,delta_rise=0.5_fall=1.0
1232,moose,0,delta_rise=0.5_fall=1.0
1232,squirrel,1,delta_rise=0.5_fall=1.0
1232,guinea_pig,1,delta_rise=0.5_fall=1.0
1232,mouse,1,delta_rise=0.5_fall=1.0
1232,bird,1,delta_rise=0.5_fall=1.0
1232,swan,0,delta_rise=0.5_fall=1.0
1232,dog,2,delta_rise=0.75_fall=0.0
1232,cat,0,delta_rise=0.75_fall=0.0
1232,giraffe,1,delta_rise=0.75_fall=0.0
1232,zebra,0,delta_rise=0.75_fall=0.0
1232,lion,1,delta_rise=0.75_fall=0.0
1232,turkey,1,delta_rise=0.75_fall=0.0
1232,chicken,0,delta_rise=0.75_fall=0.0
1232,spider,1,delta_rise=0.75_fall=0.0
1232,tarantula,0,delta_rise=0.75_fall=0.0
1232,fish,1,delta_rise=0.75_fall=0.0
1232,fox,1,delta_rise=0.75_fall=0.0
1232,deer,1,delta_rise=0.75_fall=0.0
1232,moose,0,delta_rise=0.75_fall=0.0
1232,squirrel,1,delta_rise=0.75_fall=0.0
1232,guinea_pig,1,delta_rise=0.75_fall=0.0
1232,mouse,1,delta_rise=0.75_fall=0.0
1232,bird,1,delta_rise=0.75_fall=0.0
1232,swan,0,delta_rise=0.75_fall=0.0
1232,dog,2,delta_rise=0.75_fall=0.25
1232,cat,0,delta_rise=0.75_fall=0.25
1232,giraffe,1,delta_rise=0.75_fall=0.25
1232,zebra,0,delta_rise=0.75_fall=0.25
1232,lion,1,delta_rise=0.75_fall=0.25
1232,turkey,1,delta_rise=0.75_fall=0.25
1232,chicken,0,delta_rise=0.75_fall=0.25
1232,spider,1,delta_rise=0.75_fall=0.25
1232,tarantula,0,delta_rise=0.75_fall=0.25
1232,fish,1,delta_rise=0.75_fall=0.25
1232,fox,1,delta_rise=0.75_fall=0.25
1232,deer,1,delta_rise=0.75_fall=0.25
1232,moose,0,delta_rise=0.75_fall=0.25
1232,squirrel,1,delta_rise=0.75_fall=0.25
1232,guinea_pig,1,delta_rise=0.75_fall=0.25
1232,mouse,1,delta_rise=0.75_fall=0.25
1232,bird,1,delta_rise=0.75_fall=0.25
1232,swan,0,delta_rise=0.75_fall=0.25
1232,dog,2,delta_rise=0.75_fall=0.5
1232,cat,0,delta_rise=0.75_fall=0.5
1232,giraffe,1,delta_rise=0.75_fall=0.5
1232,zebra,0,delta_rise=0.75_fall=0.5
1232,lion,1,delta_rise=0.75_fall=0.5
1232,turkey,1,delta_rise=0.75_fall=0.5
1232,chicken,0,delta_rise=0.75_fall=0.5
1232,spider,1,delta_rise=0.75_fall=0.5
1232,tarantula,0,delta_rise=0.75_fall=0.5
1232,fish,1,delta_rise=0.75_fall=0.5
1232,fox,1,delta_rise=0.75_fall=0.5
1232,deer,1,delta_rise=0.75_fall=0.5
1232,moose,0,delta_rise=0.75_fall=0.5
1232,squirrel,1,delta_rise=0.75_fall=0.5
1232,guinea_pig,1,delta_rise=0.75_fall=0.5
1232,mouse,1,delta_rise=0.75_fall=0.5
1232,bird,1,delta_rise=0.75_fall=0.5
1232,swan,0,delta_rise=0.75_fall=0.5
1232,dog,2,delta_rise=0.75_fall=0.75
1232,cat,0,delta_rise=0.75_fall=0.75
1232,giraffe,1,delta_rise=0.75_fall=0.75
1232,zebra,0,delta_rise=0.75_fall=0.75
1232,lion,1,delta_rise=0.75_fall=0.75
1232,turkey,1,delta_rise=0.75_fall=0.75
1232,chicken,0,delta_rise=0.75_fall=0.75
1232,spider,1,delta_rise=0.75_fall=0.75
1232,tarantula,0,delta_rise=0.75_fall=0.75
1232,fish,1,delta_rise=0.75_fall=0.75
1232,fox,1,delta_rise=0.75_fall=0.75
1232,deer,1,delta_rise=0.75_fall=0.75
1232,moose,0,delta_rise=0.75_fall=0.75
1232,squirrel,1,delta_rise=0.75_fall=0.75
1232,guinea_pig,1,delta_rise=0.75_fall=0.75
1232,mouse,1,delta_rise=0.75_fall=0.75
1232,bird,1,delta_rise=0.75_fall=0.75
1232,swan,0,delta_rise=0.75_fall=0.75
1232,dog,2,delta_rise=0.75_fall=1.0
1232,cat,0,delta_rise=0.75_fall=1.0
